order_id,order_date,customer_id,customer_segment,country,product_id,category,sub_category,unit_price,quantity,discount,shipping_cost,payment_method,channel,returned,days_to_ship,order_status,revenue
O0001627,2023-11-22 16:13:00,C003669,Price-Sensitive,UK,P000314,Toys,Dolls,471.38,1,0.05,14.88,Card,Email,N,7,Completed,447.81
O0001628,2023-10-15 23:29:00,C004781,Seasonal,AU,P002901,Toys,Puzzles,923.09,2,0.15,4.66,Card,Affiliate,N,0,Completed,1569.25
O0001629,2024-09-25 02:17:00,C005885,Frequent,CA,P002991,Sports,Fitness,274.82,2,0.05,14.8,Card,Organic,N,7,Completed,522.16
O0001630,2024-09-30 17:27:00,C001432,New,US,P001453,Books,Fiction,105.51,3,0.1,13.6,Card,Social,N,3,Completed,284.88
O0001631,2024-08-27 02:16:00,C003718,Price-Sensitive,FR,P001070,Beauty,Makeup,685.53,3,0.2,4.49,Card,Email,N,0,Cancelled,1645.27
O0001632,2024-11-19 05:58:00,C005915,Frequent,FR,P001464,Automotive,Tools,1488.21,1,0.15,23.87,PayPal,Social,N,7,Completed,1264.98
O0001633,2023-04-08 06:05:00,C001668,New,US,P000579,Sports,Fitness,536.24,1,0,31.52,Wire,Direct,N,1,Completed,536.24
O0001634,2024-09-28 16:49:00,C004408,Frequent,CA,P002255,Fashion,Accessories,905.46,1,0.1,28.24,Card,Social,N,1,Cancelled,814.91
O0001635,2024-07-21 12:21:00,C002958,New,IN,P001888,Fashion,Accessories,521.02,2,0,18.83,BNPL,Organic,N,1,Completed,1042.04
O0001636,2023-02-12 23:03:00,C001607,At-Risk,US,P000775,Books,Academic,392.38,2,0.2,6.06,BNPL,Organic,N,5,Completed,627.81
O0001637,2023-09-05 01:53:00,C004814,Price-Sensitive,US,P002110,Home & Garden,Kitchen,475.02,1,0,10.33,Wire,Organic,N,3,Completed,475.02
O0001638,2023-12-07 20:22:00,C002970,Frequent,US,P000916,Fashion,Kids,63.29,1,0,10.39,Card,Social,N,1,Completed,63.29
O0001639,2024-09-23 23:26:00,C002954,Price-Sensitive,UK,P001871,Beauty,Hair,613.13,3,0.05,8.31,PayPal,Organic,N,1,Completed,1747.42
O0001640,2023-07-08 19:37:00,C000806,High-Value,FR,P000626,Books,Children,87.34,1,0,32.72,BNPL,Direct,Y,1,Cancelled,87.34
O0001641,2024-01-27 20:24:00,C005653,Price-Sensitive,US,P000656,Electronics,Laptops,997.91,1,0.15,4.32,Card,Social,N,2,Completed,848.22
O0001642,2023-03-27 20:51:00,C004090,Frequent,AU,P002664,Toys,Puzzles,1174.34,3,0.1,27.27,BNPL,Organic,N,4,Completed,3170.72
O0001643,2024-12-26 02:47:00,C000032,High-Value,FR,P002712,Sports,Outdoor,1200.48,2,0.15,12.31,Card,Organic,N,0,Completed,2040.82
O0001644,2023-06-11 04:01:00,C000382,At-Risk,AU,P002290,Automotive,Care,512.7,1,0,8.89,Card,Social,N,5,Completed,512.7
O0001645,2023-12-09 05:57:00,C005876,New,UK,P002588,Electronics,Laptops,1421.85,1,0.2,13.3,Card,Organic,N,2,Completed,1137.48
O0001646,2024-03-04 11:54:00,C002462,New,UK,P002837,Automotive,Electronics,1469.7,5,0,25.13,Card,Paid Ads,N,5,Completed,7348.5
O0001647,2024-12-05 08:13:00,C000289,High-Value,DE,P001768,Beauty,Hair,1208.86,1,0.1,17.22,Card,Social,N,6,Completed,1087.97
O0001648,2024-12-14 19:39:00,C001947,High-Value,DE,P002651,Electronics,Audio,196.33,4,0.2,20.71,BNPL,Affiliate,N,3,Completed,628.26
O0001649,2023-01-10 08:30:00,C004827,Frequent,IN,P002366,Automotive,Accessories,925.02,1,0,7.26,Card,Direct,N,5,Completed,925.02
O0001650,2024-07-27 05:45:00,C004666,Frequent,US,P001883,Fashion,Kids,1214.27,2,0,8.17,Card,Social,N,1,Returned,2428.54
O0001651,2024-02-23 15:13:00,C005240,High-Value,FR,P000517,Beauty,Makeup,987.97,1,0,28.27,Card,Social,N,6,Completed,987.97
O0001652,2023-12-06 12:44:00,C005414,High-Value,CA,P000651,Beauty,Makeup,790.68,1,0.1,31.54,PayPal,Organic,N,3,Completed,711.61
O0001653,2023-02-12 13:57:00,C004178,Seasonal,DE,P001987,Books,Academic,1360.44,2,0.1,0.65,BNPL,Organic,N,3,Completed,2448.79
O0001654,2023-10-03 23:17:00,C004707,Frequent,FR,P000601,Automotive,Care,123.63,1,0,2.84,Card,Paid Ads,N,5,Completed,123.63
O0001655,2023-06-12 16:44:00,C005101,Seasonal,FR,P000357,Automotive,Care,1450.62,1,0.15,10.19,Card,Email,N,2,Completed,1233.03
O0001656,2023-11-27 03:53:00,C005341,High-Value,FR,P001054,Automotive,Electronics,505.29,1,0.05,12.45,Card,Direct,N,6,Completed,480.03
O0001657,2023-04-25 19:25:00,C003610,Seasonal,DE,P000205,Sports,Fitness,850.76,1,0.15,17.65,Card,Paid Ads,N,3,Completed,723.15
O0001658,2023-03-29 23:20:00,C004716,Seasonal,AU,P001151,Home & Garden,Furniture,221.15,1,0.2,18.95,PayPal,Organic,N,2,Completed,176.92
O0001659,2024-02-25 17:03:00,C004651,Price-Sensitive,IN,P002683,Books,Academic,1042.77,4,0.2,22.18,Card,Organic,Y,3,Completed,3336.86
O0001660,2023-11-04 17:00:00,C000590,New,UK,P000992,Sports,Cycling,565.22,3,0.05,14.01,PayPal,Organic,N,4,Completed,1610.88
O0001661,2023-01-17 11:15:00,C004799,Frequent,DE,P001985,Electronics,Audio,1284.41,4,0.2,34.67,Card,Organic,N,5,Completed,4110.11
O0001662,2024-02-09 22:54:00,C002449,Price-Sensitive,US,P002911,Fashion,Women,798.42,5,0.05,15.56,Card,Email,N,5,Completed,3792.49
O0001663,2023-06-24 02:56:00,C002928,At-Risk,AU,P000081,Sports,Outdoor,1012.0,1,0.2,11.2,Card,Paid Ads,N,6,Completed,809.6
O0001664,2024-09-13 11:25:00,C003914,Price-Sensitive,UK,P000011,Books,Academic,671.49,2,0.2,0.78,Card,Organic,N,1,Completed,1074.38
O0001665,2023-03-08 14:30:00,C003070,Seasonal,CA,P000394,Books,Children,1191.23,2,0,11.87,Card,Social,N,2,Completed,2382.46
O0001666,2024-11-20 07:33:00,C005277,Frequent,FR,P001803,Automotive,Care,670.19,1,0.2,11.17,BNPL,Social,N,4,Completed,536.15
O0001667,2023-09-27 20:50:00,C005803,Frequent,IN,P001770,Books,Non-Fiction,807.88,2,0,11.77,Card,Social,N,0,Completed,1615.76
O0001668,2023-09-30 19:54:00,C000441,Seasonal,AU,P000462,Sports,Team Sports,521.93,1,0.05,16.33,Wire,Email,N,5,Completed,495.83
O0001669,2024-04-18 14:54:00,C001874,Price-Sensitive,FR,P002717,Books,Non-Fiction,112.28,3,0,24.3,Card,Organic,N,7,Returned,336.84
O0001670,2023-12-11 12:16:00,C000851,Frequent,UK,P000391,Automotive,Care,593.29,1,0.15,13.09,Card,Email,N,2,Completed,504.3
O0001671,2024-01-17 11:35:00,C000145,New,AU,P002449,Beauty,Fragrance,455.61,1,0.1,3.42,Card,Organic,N,4,Completed,410.05
O0001672,2023-05-01 06:26:00,C001374,Frequent,AU,P000008,Books,Academic,454.37,1,0,14.02,Card,Affiliate,N,1,Completed,454.37
O0001673,2024-05-19 21:37:00,C004008,Price-Sensitive,IN,P000510,Sports,Team Sports,836.18,2,0.1,11.9,Card,Direct,N,4,Completed,1505.12
O0001674,2024-02-17 01:07:00,C003781,High-Value,FR,P000080,Toys,STEM,121.36,1,0.15,1.09,PayPal,Direct,N,0,Cancelled,103.16
O0001675,2024-04-16 18:50:00,C005294,Frequent,US,P002871,Automotive,Electronics,898.09,4,0,10.98,Card,Paid Ads,N,5,Completed,3592.36
O0001676,2023-08-31 21:35:00,C004796,Seasonal,DE,P000811,Sports,Team Sports,1186.93,1,0,12.88,Card,Organic,N,6,Completed,1186.93
O0001677,2023-03-01 14:08:00,C001089,Seasonal,CA,P000876,Books,Fiction,349.57,1,0,26.36,Card,Organic,N,7,Cancelled,349.57
O0001678,2023-11-14 05:31:00,C005204,Frequent,FR,P001660,Sports,Cycling,1277.34,4,0,16.79,PayPal,Social,N,1,Returned,5109.36
O0001679,2023-10-02 16:01:00,C001606,Price-Sensitive,IN,P001869,Electronics,Phones,1011.95,1,0,27.1,Card,Organic,N,6,Completed,1011.95
O0001680,2024-06-09 05:54:00,C002808,Frequent,AU,P002988,Toys,Puzzles,708.96,1,0,24.76,PayPal,Organic,N,6,Completed,708.96
O0001681,2024-08-20 03:05:00,C001035,Price-Sensitive,CA,P001081,Home & Garden,Kitchen,941.8,1,0.2,5.57,Card,Paid Ads,N,2,Completed,753.44
O0001682,2024-09-25 09:25:00,C002609,Seasonal,UK,P001525,Books,Academic,1051.6,1,0.15,28.66,Card,Paid Ads,N,1,Completed,893.86
O0001683,2024-12-05 17:42:00,C005704,Frequent,CA,P000769,Toys,Dolls,769.26,1,0,5.05,Card,Paid Ads,N,1,Completed,769.26
O0001684,2023-08-10 14:53:00,C005917,Seasonal,UK,P002035,Fashion,Kids,1408.95,1,0.15,4.71,Card,Organic,N,3,Completed,1197.61
O0001685,2023-11-28 08:03:00,C000799,High-Value,DE,P001595,Home & Garden,Furniture,22.07,1,0.05,30.75,Card,Organic,N,0,Completed,20.97
O0001686,2023-01-11 13:42:00,C005448,Seasonal,US,P001546,Sports,Cycling,220.85,2,0,16.91,Card,Email,N,6,Completed,441.7
O0001687,2023-04-07 15:09:00,C000343,Frequent,FR,P002691,Toys,STEM,453.21,1,0.2,20.1,Card,Paid Ads,N,6,Completed,362.57
O0001688,2024-11-01 10:50:00,C003282,Frequent,DE,P000448,Automotive,Care,885.29,1,0,11.3,BNPL,Direct,N,0,Completed,885.29
O0001689,2023-09-14 18:02:00,C004625,Price-Sensitive,IN,P000940,Automotive,Accessories,451.06,1,0.15,34.93,PayPal,Email,N,1,Completed,383.4
O0001690,2024-01-18 17:36:00,C000818,Frequent,FR,P001903,Home & Garden,Garden,1431.95,1,0,4.13,Card,Organic,N,6,Completed,1431.95
O0001691,2023-12-16 05:25:00,C000029,High-Value,US,P002255,Toys,STEM,1063.22,1,0.2,9.67,Card,Paid Ads,N,3,Completed,850.58
O0001692,2024-01-12 17:14:00,C004125,New,CA,P001673,Fashion,Men,546.32,1,0.2,11.42,Card,Organic,N,6,Completed,437.06
O0001693,2024-12-07 22:22:00,C001001,High-Value,CA,P000193,Fashion,Kids,1361.48,2,0,31.88,Card,Organic,N,7,Completed,2722.96
O0001694,2023-01-13 07:21:00,C004939,Seasonal,DE,P001991,Automotive,Accessories,1050.39,1,0,14.38,Card,Organic,N,1,Completed,1050.39
O0001695,2024-12-16 12:00:00,C002704,High-Value,DE,P002600,Books,Non-Fiction,948.64,1,0,8.37,Card,Organic,N,7,Completed,948.64
O0001696,2024-02-18 14:29:00,C005466,Seasonal,US,P001147,Electronics,Audio,340.54,1,0.15,29.5,BNPL,Direct,N,3,Completed,289.46
O0001697,2024-10-16 15:48:00,C001937,High-Value,CA,P002377,Home & Garden,Decor,1187.91,2,0.15,25.39,Card,Direct,N,4,Returned,2019.45
O0001698,2023-12-15 03:49:00,C000003,Frequent,UK,P002871,Electronics,Accessories,1310.5,1,0.2,7.6,Card,Organic,N,0,Completed,1048.4
O0001699,2023-10-24 05:30:00,C000422,Seasonal,IN,P001956,Beauty,Hair,623.27,1,0,1.79,BNPL,Social,N,7,Completed,623.27
O0001700,2024-11-20 23:22:00,C003427,Frequent,CA,P000682,Automotive,Tools,584.16,1,0,17.74,Card,Affiliate,Y,3,Completed,584.16
O0001701,2024-09-15 16:16:00,C005614,Seasonal,IN,P000047,Beauty,Fragrance,1265.06,1,0.1,25.51,Card,Paid Ads,N,6,Completed,1138.55
O0001702,2024-06-15 04:59:00,C003357,Price-Sensitive,DE,P001806,Electronics,Audio,1336.1,1,0,16.39,PayPal,Organic,N,6,Completed,1336.1
O0001703,2023-08-17 15:29:00,C004828,Frequent,AU,P002745,Automotive,Accessories,1179.06,1,0.05,26.58,Wire,Organic,N,6,Completed,1120.11
O0001704,2024-11-07 01:26:00,C004421,At-Risk,AU,P000827,Home & Garden,Decor,250.13,1,0.2,8.46,PayPal,Organic,N,3,Completed,200.1
O0001705,2024-01-24 00:50:00,C003287,New,US,P002899,Toys,Action Figures,343.72,4,0.05,21.42,Card,Organic,N,6,Completed,1306.14
O0001706,2023-05-24 19:19:00,C000741,High-Value,UK,P002931,Sports,Cycling,1252.79,1,0.05,30.15,Card,Social,N,5,Completed,1190.15
O0001707,2024-05-05 10:15:00,C000874,High-Value,FR,P000683,Electronics,Accessories,546.35,5,0,18.53,Card,Organic,N,4,Returned,2731.75
O0001708,2024-01-09 10:51:00,C000245,Seasonal,IN,P002230,Toys,Dolls,598.35,2,0,8.0,Card,Organic,N,1,Cancelled,1196.7
O0001709,2023-02-05 02:39:00,C005875,New,FR,P000856,Toys,Dolls,1427.37,2,0.15,4.61,PayPal,Social,N,2,Cancelled,2426.53
O0001710,2024-06-15 15:12:00,C005732,High-Value,IN,P002325,Home & Garden,Decor,546.63,1,0.1,28.61,Card,Email,N,4,Completed,491.97
O0001711,2023-01-09 07:12:00,C001498,Seasonal,FR,P000019,Electronics,Audio,33.98,1,0,6.26,Card,Organic,N,0,Completed,33.98
O0001712,2023-06-13 23:45:00,C005375,Price-Sensitive,US,P001219,Automotive,Care,553.03,1,0.05,9.64,Card,Organic,N,1,Completed,525.38
O0001713,2023-10-03 12:26:00,C001079,New,UK,P001457,Electronics,Phones,260.82,2,0.1,15.66,Card,Paid Ads,N,6,Completed,469.48
O0001714,2024-07-01 10:18:00,C004448,At-Risk,IN,P000055,Sports,Outdoor,861.43,1,0.05,4.96,Card,Social,N,0,Completed,818.36
O0001715,2023-04-01 08:21:00,C003649,At-Risk,CA,P001644,Sports,Outdoor,730.71,1,0.15,18.6,Card,Organic,N,0,Completed,621.1
O0001716,2023-02-15 23:06:00,C004633,Seasonal,FR,P000114,Automotive,Tools,928.05,1,0.1,4.57,Card,Social,N,5,Completed,835.25
O0001717,2023-08-21 22:09:00,C004630,Seasonal,US,P001953,Books,Non-Fiction,880.31,1,0.1,31.83,Card,Affiliate,N,5,Cancelled,792.28
O0001718,2023-05-08 02:27:00,C001729,New,AU,P001157,Automotive,Accessories,904.31,5,0.2,16.33,PayPal,Social,N,1,Returned,3617.24
O0001719,2023-11-14 05:19:00,C004599,New,IN,P000650,Sports,Cycling,581.29,1,0,18.1,Card,Email,N,7,Completed,581.29
O0001720,2023-08-30 20:27:00,C005803,Price-Sensitive,DE,P001217,Home & Garden,Decor,290.95,1,0.15,30.92,PayPal,Email,N,7,Completed,247.31
O0001721,2024-01-21 11:30:00,C000904,Frequent,DE,P002124,Books,Non-Fiction,1300.49,2,0.2,5.48,BNPL,Organic,N,4,Cancelled,2080.78
O0001722,2024-10-24 00:41:00,C002432,High-Value,DE,P002567,Toys,STEM,50.7,1,0,0.33,Card,Email,N,7,Completed,50.7
O0001723,2023-10-22 05:25:00,C003129,Price-Sensitive,AU,P001500,Home & Garden,Furniture,396.24,1,0,7.73,PayPal,Organic,N,1,Completed,396.24
O0001724,2023-10-02 20:03:00,C000822,Price-Sensitive,CA,P000446,Automotive,Tools,1416.61,1,0.05,6.45,Card,Organic,N,7,Returned,1345.78
O0001725,2023-12-03 13:36:00,C000105,New,AU,P000516,Fashion,Kids,1378.02,2,0,34.26,Card,Affiliate,N,4,Completed,2756.04
O0001726,2024-08-12 17:40:00,C001986,New,IN,P002804,Beauty,Fragrance,626.08,2,0.2,16.68,BNPL,Affiliate,N,0,Completed,1001.73
O0001727,2023-06-20 13:49:00,C001340,Price-Sensitive,DE,P001329,Sports,Cycling,20.84,2,0,21.18,Card,Organic,N,0,Completed,41.68
O0001728,2024-04-09 13:04:00,C005284,Frequent,CA,P001022,Automotive,Electronics,1263.84,2,0,9.09,BNPL,Direct,N,3,Completed,2527.68
O0001729,2024-09-26 15:38:00,C001177,Price-Sensitive,AU,P001815,Electronics,Audio,1425.8,3,0,33.11,Card,Organic,N,6,Completed,4277.4
O0001730,2023-10-11 10:54:00,C001737,Price-Sensitive,AU,P000715,Home & Garden,Decor,772.51,1,0,11.7,Card,Paid Ads,N,1,Completed,772.51
O0001731,2023-09-10 00:59:00,C003944,Frequent,UK,P000207,Sports,Outdoor,275.28,1,0,3.55,Card,Organic,N,4,Completed,275.28
O0001732,2024-08-06 17:23:00,C001564,Price-Sensitive,DE,P000991,Home & Garden,Kitchen,349.08,1,0,13.99,Card,Paid Ads,N,0,Completed,349.08
O0001733,2023-04-02 11:22:00,C002657,Seasonal,DE,P002598,Electronics,Accessories,1496.51,1,0,5.33,Card,Email,N,5,Completed,1496.51
O0001734,2023-03-14 02:37:00,C005085,Frequent,IN,P000540,Beauty,Skincare,484.51,1,0.2,1.25,Card,Social,N,3,Completed,387.61
O0001735,2023-12-20 00:22:00,C005862,Price-Sensitive,AU,P000281,Books,Children,926.62,3,0,11.66,Card,Direct,N,1,Completed,2779.86
O0001736,2024-02-06 13:51:00,C001890,Frequent,FR,P001678,Home & Garden,Decor,372.82,3,0.05,4.21,Card,Paid Ads,N,5,Completed,1062.54
O0001737,2024-03-18 07:20:00,C001077,High-Value,IN,P001786,Electronics,Audio,1409.62,1,0,5.38,Card,Social,N,5,Completed,1409.62
O0001738,2024-03-06 19:28:00,C003774,New,UK,P002838,Sports,Outdoor,1446.71,1,0.1,1.47,PayPal,Organic,Y,4,Completed,1302.04
O0001739,2024-03-03 23:06:00,C000411,Price-Sensitive,FR,P002104,Home & Garden,Garden,789.05,1,0.1,20.79,Card,Direct,N,1,Completed,710.14
O0001740,2023-09-06 17:33:00,C000933,Seasonal,FR,P000363,Automotive,Care,793.53,2,0.05,32.58,Card,Organic,Y,6,Completed,1507.71
O0001741,2024-02-14 17:34:00,C001314,Seasonal,CA,P001963,Electronics,Phones,1424.12,2,0,28.84,PayPal,Affiliate,N,4,Completed,2848.24
O0001742,2024-10-09 06:29:00,C001727,Frequent,UK,P002113,Electronics,Audio,338.8,2,0.2,1.01,Card,Organic,N,7,Returned,542.08
O0001743,2024-06-16 19:37:00,C005152,At-Risk,UK,P001420,Fashion,Kids,1465.53,2,0,14.41,BNPL,Organic,N,0,Cancelled,2931.06
O0001744,2024-01-24 16:32:00,C005925,Seasonal,UK,P002013,Fashion,Kids,1340.36,1,0,12.4,Card,Email,N,6,Completed,1340.36
O0001745,2023-11-07 07:59:00,C000733,Seasonal,AU,P002411,Automotive,Tools,1398.34,1,0,4.71,Card,Affiliate,N,3,Completed,1398.34
O0001746,2024-04-25 22:30:00,C003950,Price-Sensitive,US,P001551,Sports,Fitness,745.22,1,0,20.72,Card,Social,N,7,Completed,745.22
O0001747,2023-01-13 03:09:00,C002152,Price-Sensitive,CA,P001381,Beauty,Hair,485.27,2,0,10.35,Wire,Social,N,0,Completed,970.54
O0001748,2024-08-23 17:53:00,C001711,Price-Sensitive,DE,P000971,Toys,Dolls,783.04,1,0,13.21,Card,Organic,N,4,Completed,783.04
O0001749,2023-08-14 21:03:00,C000226,High-Value,US,P001282,Books,Non-Fiction,240.3,1,0,34.51,Card,Affiliate,N,7,Returned,240.3
O0001750,2024-08-02 20:26:00,C002574,At-Risk,DE,P002098,Toys,Puzzles,930.7,2,0,3.49,Card,Organic,N,2,Completed,1861.4
O0001751,2023-12-02 20:25:00,C000457,High-Value,CA,P000532,Sports,Fitness,340.56,4,0,13.03,PayPal,Social,N,1,Completed,1362.24
O0001752,2023-03-22 21:23:00,C004249,Price-Sensitive,US,P002116,Books,Fiction,1277.01,1,0.2,17.74,BNPL,Organic,N,6,Completed,1021.61
O0001753,2024-07-09 03:54:00,C001473,Frequent,CA,P001129,Automotive,Care,731.44,2,0.1,19.49,PayPal,Social,N,7,Completed,1316.59
O0001754,2023-11-27 17:51:00,C002309,Frequent,CA,P000656,Electronics,Laptops,1199.87,1,0.1,5.22,Card,Paid Ads,N,1,Completed,1079.88
O0001755,2024-04-17 07:29:00,C000630,Frequent,US,P000451,Sports,Fitness,1370.53,1,0,13.31,Card,Email,N,4,Completed,1370.53
O0001756,2024-09-10 07:42:00,C004701,Seasonal,DE,P001081,Fashion,Men,684.03,2,0,30.57,Card,Direct,N,2,Completed,1368.06
O0001757,2024-01-23 21:43:00,C004910,High-Value,UK,P002295,Automotive,Electronics,830.56,2,0,2.22,Card,Organic,N,3,Completed,1661.12
O0001758,2024-06-12 03:07:00,C004607,Price-Sensitive,UK,P000352,Electronics,Accessories,1047.62,1,0,22.27,Card,Email,Y,4,Completed,1047.62
O0001759,2024-05-29 11:26:00,C000012,Price-Sensitive,UK,P001857,Electronics,Audio,154.63,2,0.1,16.06,Card,Organic,N,5,Completed,278.33
O0001760,2024-02-04 08:20:00,C003882,High-Value,IN,P001344,Home & Garden,Garden,993.78,1,0,27.67,Card,Organic,N,7,Completed,993.78
O0001761,2024-09-25 20:37:00,C005026,At-Risk,FR,P002476,Automotive,Accessories,1414.14,1,0,24.78,Card,Affiliate,N,1,Completed,1414.14
O0001762,2024-10-07 12:19:00,C000581,High-Value,DE,P000688,Electronics,Laptops,642.81,3,0,8.18,Card,Email,Y,7,Cancelled,1928.43
O0001763,2024-02-11 07:05:00,C005616,New,US,P002638,Electronics,Audio,501.77,1,0,5.8,Card,Organic,N,0,Completed,501.77
O0001764,2024-03-27 09:33:00,C003277,Seasonal,UK,P002084,Toys,Action Figures,382.23,1,0,31.44,Card,Direct,Y,0,Cancelled,382.23
O0001765,2024-04-11 14:00:00,C000589,Seasonal,IN,P001283,Sports,Cycling,863.31,1,0,28.31,PayPal,Paid Ads,N,1,Completed,863.31
O0001766,2023-03-17 14:06:00,C004701,Price-Sensitive,DE,P001139,Electronics,Phones,926.05,1,0,9.38,Card,Paid Ads,N,5,Completed,926.05
O0001767,2024-03-09 14:17:00,C001864,Frequent,AU,P002873,Books,Academic,1388.8,1,0,8.01,Wire,Social,N,3,Completed,1388.8
O0001768,2024-01-04 07:58:00,C000011,New,IN,P002529,Electronics,Accessories,1043.62,1,0,13.47,Card,Organic,N,1,Returned,1043.62
O0001769,2024-09-20 15:41:00,C003739,Frequent,DE,P001752,Sports,Team Sports,1043.23,1,0.1,17.34,PayPal,Paid Ads,N,5,Completed,938.91
O0001770,2024-01-21 10:42:00,C001996,New,CA,P002267,Automotive,Electronics,682.59,1,0.15,2.74,BNPL,Organic,N,1,Completed,580.2
O0001771,2024-05-08 19:24:00,C003608,At-Risk,DE,P001491,Electronics,Accessories,841.03,1,0.2,8.01,Card,Email,N,1,Completed,672.82
O0001772,2023-12-14 00:25:00,C005714,New,FR,P001078,Sports,Team Sports,592.75,1,0.2,20.74,Card,Social,N,4,Completed,474.2
O0001773,2024-10-05 20:20:00,C002955,Seasonal,IN,P001027,Sports,Outdoor,993.81,1,0.2,34.38,PayPal,Affiliate,N,2,Completed,795.05
O0001774,2023-05-10 19:53:00,C005313,High-Value,US,P000220,Home & Garden,Garden,15.6,2,0.2,33.54,PayPal,Email,N,1,Completed,24.96
O0001775,2024-03-10 02:26:00,C000577,New,DE,P001034,Sports,Team Sports,1452.07,2,0.15,18.0,Card,Organic,N,0,Completed,2468.52
O0001776,2024-07-23 16:08:00,C005367,Price-Sensitive,FR,P002347,Books,Academic,938.62,2,0.15,33.25,BNPL,Direct,N,7,Completed,1595.65
O0001777,2024-11-21 06:04:00,C000503,Frequent,UK,P002770,Fashion,Accessories,1334.01,5,0.15,8.58,Wire,Paid Ads,N,5,Completed,5669.54
O0001778,2023-03-13 19:08:00,C001036,At-Risk,IN,P000086,Home & Garden,Furniture,618.94,2,0.1,25.45,Card,Organic,N,1,Completed,1114.09
O0001779,2024-10-04 22:14:00,C000239,Frequent,DE,P002828,Books,Fiction,943.55,2,0.05,17.74,Card,Email,N,6,Completed,1792.74
O0001780,2024-03-20 08:00:00,C001998,High-Value,IN,P002698,Fashion,Women,273.63,1,0.2,31.49,Card,Paid Ads,N,7,Cancelled,218.9
O0001781,2023-06-29 12:56:00,C004936,Frequent,FR,P000678,Books,Children,1404.74,1,0.1,14.51,Card,Organic,N,3,Completed,1264.27
O0001782,2024-10-06 13:49:00,C005763,Price-Sensitive,DE,P000305,Fashion,Men,467.12,5,0,1.62,Card,Email,N,5,Completed,2335.6
O0001783,2024-05-05 02:53:00,C002736,Frequent,UK,P002862,Electronics,Audio,1333.72,2,0.1,16.76,Card,Organic,N,1,Completed,2400.7
O0001784,2023-01-17 22:46:00,C002183,At-Risk,CA,P000477,Automotive,Tools,621.62,3,0.05,13.83,Card,Organic,N,4,Completed,1771.62
O0001785,2023-01-07 05:39:00,C002618,Frequent,FR,P000932,Automotive,Electronics,1083.62,5,0.2,19.99,Card,Organic,N,5,Completed,4334.48
O0001786,2023-03-11 18:41:00,C001197,Frequent,DE,P000302,Books,Fiction,101.26,2,0.05,33.71,Card,Organic,N,2,Returned,192.39
O0001787,2024-02-07 20:29:00,C003532,High-Value,CA,P002992,Beauty,Hair,1275.99,1,0,27.88,Card,Organic,N,0,Completed,1275.99
O0001788,2024-06-04 22:09:00,C004736,At-Risk,AU,P002095,Books,Non-Fiction,702.17,5,0.2,30.26,PayPal,Organic,N,3,Completed,2808.68
O0001789,2024-10-13 14:14:00,C005868,Seasonal,UK,P000612,Books,Children,279.92,1,0,2.24,Card,Organic,N,7,Completed,279.92
O0001790,2024-11-20 02:27:00,C005586,Price-Sensitive,DE,P002578,Toys,Puzzles,596.36,1,0.1,25.6,Card,Organic,N,0,Completed,536.72
O0001791,2024-01-08 02:02:00,C004205,High-Value,UK,P000528,Books,Non-Fiction,646.77,1,0.15,1.67,Card,Organic,N,2,Completed,549.75
O0001792,2023-02-09 04:47:00,C005360,Seasonal,US,P002797,Sports,Team Sports,217.81,3,0,6.91,Card,Direct,N,6,Completed,653.43
O0001793,2023-05-25 17:01:00,C004966,High-Value,DE,P000508,Toys,Puzzles,635.93,3,0.05,21.43,PayPal,Social,N,0,Completed,1812.4
O0001794,2023-01-02 08:23:00,C002282,New,US,P000408,Electronics,Audio,656.66,1,0.05,0.15,Card,Organic,N,5,Completed,623.83
O0001795,2023-04-13 10:46:00,C005374,High-Value,DE,P002377,Books,Non-Fiction,1418.33,3,0,18.05,Card,Organic,N,0,Completed,4254.99
O0001796,2023-01-19 20:39:00,C003342,Price-Sensitive,AU,P002994,Toys,STEM,1079.66,1,0,29.28,PayPal,Organic,N,2,Completed,1079.66
O0001797,2024-07-19 01:20:00,C004123,New,CA,P002605,Automotive,Electronics,459.72,1,0,25.91,BNPL,Paid Ads,N,6,Completed,459.72
O0001798,2023-12-15 23:55:00,C005541,Frequent,UK,P000357,Electronics,Phones,178.14,1,0,28.6,Card,Email,N,7,Completed,178.14
O0001799,2024-07-10 17:34:00,C001452,Seasonal,CA,P001132,Fashion,Accessories,799.63,1,0,0.7,BNPL,Organic,N,0,Completed,799.63
O0001800,2024-08-30 15:07:00,C004453,Seasonal,IN,P000730,Books,Non-Fiction,915.68,3,0,33.5,Card,Email,N,5,Completed,2747.04
O0001801,2023-07-05 01:20:00,C002889,Price-Sensitive,DE,P002032,Beauty,Fragrance,901.38,5,0,3.74,Card,Social,N,3,Completed,4506.9
O0001802,2023-11-09 10:29:00,C003373,At-Risk,DE,P002797,Books,Children,160.6,5,0,19.23,Wire,Paid Ads,N,7,Cancelled,803.0
O0001803,2023-02-09 03:56:00,C002856,Price-Sensitive,CA,P000841,Home & Garden,Kitchen,306.12,2,0.1,27.19,Card,Paid Ads,N,7,Completed,551.02
O0001804,2023-03-14 04:42:00,C004159,Price-Sensitive,FR,P002814,Sports,Fitness,1482.64,1,0.05,31.59,PayPal,Direct,N,7,Completed,1408.51
